name	language	family	closed_class	open_class	vocab	closed_ratio	open_ratio	closed_freq_ratio	open_freq_ratio
UD_Naga-Suansu	Naga	unknown	27	79	106	0.25471698113207547	0.7452830188679245	0.375	0.625
UD_Naga-Suansu	Naga	unknown	171	1072	1243	0.13757039420756234	0.8624296057924377	0.2904761904761905	0.7095238095238096
UD_Naija-NSC	Naija	NA	150	1130	1280	0.1171875	0.8828125	0.5159895414320194	0.4840104585679807
UD_Naija-NSC	Naija	NA	189	1635	1824	0.10361842105263158	0.8963815789473685	0.5181426662046433	0.48185733379535667
UD_Naija-NSC	Naija	NA	295	4520	4815	0.0612668743509865	0.9387331256490135	0.5225318368442505	0.4774681631557495
UD_Nayini-AHA	Nayini	Indo-European	13	44	57	0.22807017543859648	0.7719298245614035	0.29411764705882354	0.7058823529411765
UD_Neapolitan-RB	Neapolitan	Indo-European	47	79	126	0.373015873015873	0.626984126984127	0.4858757062146893	0.5141242937853108
UD_Nenets-Tundra	Nenets	unknown	65	476	541	0.12014787430683918	0.8798521256931608	0.1284313725490196	0.8715686274509804
UD_Nheengatu-CompLin	Nheengatu	Tupian	186	1504	1690	0.11005917159763313	0.8899408284023669	0.46186230807330364	0.5381376919266964
UD_Nheengatu-CompLin	Nheengatu	Tupian	288	3000	3288	0.08759124087591241	0.9124087591240876	0.45548225550151683	0.5445177444984832
UD_North_Sami-Giella	North_Sami	Uralic	542	5095	5637	0.09615043462834841	0.9038495653716516	0.3140902287791319	0.685909771220868
UD_North_Sami-Giella	North_Sami	Uralic	680	7678	8358	0.08135917683656377	0.9186408231634362	0.31459783279006254	0.6854021672099374
UD_Northern_Kurdish-Kurmanji	Northern_Kurdish	unknown	42	122	164	0.25609756097560976	0.7439024390243902	0.375	0.625
UD_Northern_Kurdish-Kurmanji	Northern_Kurdish	unknown	220	2697	2917	0.07541995200548508	0.9245800479945149	0.43867390812400997	0.56132609187599
UD_Northwest_Gbaya-Autogramm	Northwest_Gbaya	Niger-Congo	126	457	583	0.21612349914236706	0.7838765008576329	0.4387072808320951	0.5612927191679049
UD_Norwegian-Bokmaal	Norwegian	Indo-European	316	7647	7963	0.03968353635564486	0.9603164636443552	0.43941669795969457	0.5605833020403054
UD_Norwegian-Bokmaal	Norwegian	Indo-European	358	11670	12028	0.02976388427003658	0.9702361157299634	0.44044250064316953	0.5595574993568304
UD_Norwegian-Bokmaal	Norwegian	Indo-European	507	34559	35066	0.014458449780414077	0.9855415502195859	0.4401309824047459	0.5598690175952541
UD_Norwegian-Nynorsk	Norwegian	Indo-European	279	5710	5989	0.046585406578727666	0.9534145934212723	0.4343975657386802	0.5656024342613197
UD_Norwegian-Nynorsk	Norwegian	Indo-European	334	10249	10583	0.03156004913540584	0.9684399508645941	0.44713842683958277	0.5528615731604173
UD_Norwegian-Nynorsk	Norwegian	Indo-European	505	32970	33475	0.01508588498879761	0.9849141150112024	0.4416814527776006	0.5583185472223994
UD_Occitan-TTB	Occitan	unknown	125	577	702	0.17806267806267806	0.8219373219373219	0.48069644208932627	0.5193035579106737
UD_Occitan-TTB	Occitan	unknown	414	3967	4381	0.09449897283725177	0.9055010271627483	0.49126506024096384	0.5087349397590362
UD_Occitan-TTB	Occitan	unknown	539	5716	6255	0.08617106314948042	0.9138289368505196	0.48956573359514133	0.5104342664048587
UD_Odia-ODTB	Odia	unknown	87	602	689	0.1262699564586357	0.8737300435413643	0.19509476031215162	0.8049052396878483
UD_Old_Church_Slavonic-PROIEL	Old_Church_Slavonic	Indo-European	869	6436	7305	0.1189596167008898	0.8810403832991102	0.3861146228402866	0.6138853771597135
UD_Old_Church_Slavonic-PROIEL	Old_Church_Slavonic	Indo-European	1269	12047	13316	0.09529888855512166	0.9047011114448783	0.38489254593309996	0.6151074540669
UD_Old_Church_Slavonic-PROIEL	Old_Church_Slavonic	Indo-European	2697	42903	45600	0.059144736842105264	0.9408552631578947	0.38235146199418624	0.6176485380058138
UD_Old_East_Slavic-Birchbark	Old_East_Slavic	Indo-European	684	3726	4410	0.15510204081632653	0.8448979591836735	0.4131396083385976	0.5868603916614024
UD_Old_East_Slavic-Birchbark	Old_East_Slavic	Indo-European	1076	6994	8070	0.13333333333333333	0.8666666666666667	0.4165135366899424	0.5834864633100576
UD_Old_East_Slavic-Birchbark	Old_East_Slavic	Indo-European	1400	9464	10864	0.12886597938144329	0.8711340206185567	0.4083767262848087	0.5916232737151913
UD_Old_East_Slavic-RNC	Old_East_Slavic	Indo-European	1690	21715	23405	0.07220679342020936	0.9277932065797907	0.40520351231281393	0.5947964876871861
UD_Old_East_Slavic-RNC	Old_East_Slavic	Indo-European	1834	25639	27473	0.06675645178902923	0.9332435482109708	0.41071948203113634	0.5892805179688637
UD_Old_East_Slavic-RNC	Old_East_Slavic	Indo-European	1954	30388	32342	0.06041679549811391	0.939583204501886	0.4046530777443599	0.5953469222556401
UD_Old_East_Slavic-Ruthenian	Old_East_Slavic	Indo-European	405	2864	3269	0.12389109819516672	0.8761089018048333	0.410802717954624	0.589197282045376
UD_Old_East_Slavic-Ruthenian	Old_East_Slavic	Indo-European	765	5152	5917	0.1292884907892513	0.8707115092107487	0.44177922682813225	0.5582207731718677
UD_Old_East_Slavic-Ruthenian	Old_East_Slavic	Indo-European	2196	24192	26388	0.08321964529331514	0.9167803547066848	0.4484162935728171	0.5515837064271829
UD_Old_East_Slavic-TOROT	Old_East_Slavic	Indo-European	902	9664	10566	0.08536816202915011	0.9146318379708499	0.36890626681493704	0.631093733185063
UD_Old_East_Slavic-TOROT	Old_East_Slavic	Indo-European	2204	47185	49389	0.04462532142784831	0.9553746785721517	0.3745090615491988	0.6254909384508013
UD_Old_East_Slavic-TOROT	Old_East_Slavic	Indo-European	2356	52159	54515	0.04321746308355499	0.956782536916445	0.37508051676571746	0.6249194832342825
UD_Old_English-Cairo	Old_English	unknown	50	68	118	0.423728813559322	0.576271186440678	0.4794520547945205	0.5205479452054794
UD_Old_French-ALTM	Old_French	Indo-European	251	1333	1584	0.15845959595959597	0.8415404040404041	0.5668675563208495	0.43313244367915055
UD_Old_French-PROFITEROLE	Old_French	Indo-European	1563	16986	18549	0.08426330260391396	0.9157366973960861	0.4794881514269644	0.5205118485730357
UD_Old_French-PROFITEROLE	Old_French	Indo-European	1629	18316	19945	0.08167460516420155	0.9183253948357984	0.47788203753351205	0.5221179624664879
UD_Old_French-PROFITEROLE	Old_French	Indo-European	1700	19559	21259	0.07996613199115668	0.9200338680088433	0.47676976144797784	0.5232302385520222
UD_Old_Irish-DipSGG	Old_Irish	Indo-European	78	200	278	0.2805755395683453	0.7194244604316546	0.41836734693877553	0.5816326530612245
UD_Old_Irish-DipWBG	Old_Irish	Indo-European	100	145	245	0.40816326530612246	0.5918367346938775	0.5619266055045872	0.4380733944954128
UD_Old_Occitan-CorAG	Old_Occitan	unknown	221	928	1149	0.19234116623150566	0.8076588337684943	0.5232843137254902	0.47671568627450983
UD_Old_Occitan-CorAG	Old_Occitan	unknown	408	2564	2972	0.13728129205921938	0.8627187079407806	0.5232905465407282	0.4767094534592718
UD_Old_Occitan-CorAG	Old_Occitan	unknown	669	5447	6116	0.10938521909744932	0.8906147809025506	0.5250486381322957	0.47495136186770426
UD_Old_Turkish-Clausal	Old_Turkish	Altaic	25	51	76	0.32894736842105265	0.6710526315789473	0.4144144144144144	0.5855855855855856
UD_Ottoman_Turkish-BOUN	Ottoman_Turkish	Altaic	87	1209	1296	0.06712962962962964	0.9328703703703703	0.19320843091334894	0.8067915690866511
UD_Ottoman_Turkish-BOUN	Ottoman_Turkish	Altaic	203	4310	4513	0.044981165521825836	0.9550188344781742	0.19214659685863875	0.8078534031413612
UD_Ottoman_Turkish-DUDU	Ottoman_Turkish	Altaic	30	79	109	0.27522935779816515	0.7247706422018348	0.32	0.68
UD_Ottoman_Turkish-DUDU	Ottoman_Turkish	Altaic	281	7121	7402	0.037962712780329644	0.9620372872196704	0.22280732549294952	0.7771926745070505
UD_Pashto-Sikaram	Pashto	Indo-European	112	928	1040	0.1076923076923077	0.8923076923076924	0.42857142857142855	0.5714285714285714
UD_Paumari-TueCL	Paumari	Arawan	49	227	276	0.17753623188405798	0.822463768115942	0.32989690721649484	0.6701030927835051
UD_Persian-PerDT	Persian	Indo-European	184	6372	6556	0.028065893837705917	0.971934106162294	0.3460051839388841	0.6539948160611159
UD_Persian-PerDT	Persian	Indo-European	431	32551	32982	0.013067733915469044	0.986932266084531	0.3511122462127487	0.6488877537872513
UD_Persian-PerDT	Persian	Indo-European	438	33446	33884	0.012926454963994806	0.9870735450360052	0.3512571130013532	0.6487428869986468
UD_Persian-Seraji	Persian	Indo-European	185	3711	3896	0.047484599589322385	0.9525154004106776	0.32509726298546177	0.6749027370145383
UD_Persian-Seraji	Persian	Indo-European	244	5837	6081	0.040124979444170365	0.9598750205558296	0.3265327186403358	0.6734672813596642
UD_Persian-Seraji	Persian	Indo-European	457	14761	15218	0.03003022736233408	0.9699697726376659	0.3444424492727599	0.6555575507272401
UD_Pesh-ChibErgIS	Pesh	Chibchan	163	873	1036	0.15733590733590733	0.8426640926640927	0.4590789087709006	0.5409210912290995
UD_Phrygian-KUL	Phrygian	Indo-European	169	445	614	0.2752442996742671	0.7247557003257329	0.4585511575802838	0.5414488424197162
UD_Polish-LFG	Polish	Indo-European	430	5149	5579	0.07707474457788134	0.9229252554221187	0.37033520083562815	0.6296647991643719
UD_Polish-LFG	Polish	Indo-European	807	29931	30738	0.026254147960179584	0.9737458520398204	0.3664657997674173	0.6335342002325828
UD_Polish-LFG	Polish	Indo-European	825	32205	33030	0.024977293369663943	0.9750227066303361	0.3670290165197295	0.6329709834802705
UD_Polish-MPDT	Polish	Indo-European	264	1638	1902	0.138801261829653	0.861198738170347	0.39857881136950907	0.601421188630491
UD_Polish-MPDT	Polish	Indo-European	686	11681	12367	0.055470202959488964	0.944529797040511	0.3949386751237824	0.6050613248762176
UD_Polish-MPDT	Polish	Indo-European	749	14042	14791	0.0506389020350213	0.9493610979649787	0.3954086832450061	0.6045913167549939
UD_Polish-PDB	Polish	Indo-European	582	12033	12615	0.046135552913198576	0.9538644470868014	0.3441188076191843	0.6558811923808158
UD_Polish-PDB	Polish	Indo-European	1059	60718	61777	0.01714230215128608	0.9828576978487139	0.34626561713422727	0.6537343828657727
UD_Polish-PDB	Polish	Indo-European	1084	65057	66141	0.016389229071226624	0.9836107709287734	0.3458545083445866	0.6541454916554135
UD_Polish-PUD	Polish	Indo-European	372	7467	7839	0.047455032529659394	0.9525449674703406	0.31878873059477414	0.6812112694052258
UD_Pomak-Philotis	Pomak	Indo-European	360	2442	2802	0.1284796573875803	0.8715203426124197	0.4918518518518519	0.5081481481481481
UD_Pomak-Philotis	Pomak	Indo-European	557	5189	5746	0.09693699965193178	0.9030630003480682	0.49366972054693614	0.5063302794530639
UD_Pomak-Philotis	Pomak	Indo-European	625	6356	6981	0.08952872081363701	0.910471279186363	0.495189838748331	0.504810161251669
UD_Portuguese-Bosque	Portuguese	Indo-European	314	6712	7026	0.04469114716766297	0.955308852832337	0.47086383601756954	0.5291361639824305
UD_Portuguese-Bosque	Portuguese	Indo-European	367	11270	11637	0.03153733780183896	0.968462662198161	0.4687474197010982	0.5312525802989019
UD_Portuguese-Bosque	Portuguese	Indo-European	513	27962	28475	0.018015803336259878	0.9819841966637401	0.4656129729071908	0.5343870270928093
UD_Portuguese-CINTIL	Portuguese	Indo-European	381	12352	12733	0.02992224927354119	0.9700777507264589	0.4692753744107463	0.5307246255892537
UD_Portuguese-CINTIL	Portuguese	Indo-European	464	36372	36836	0.012596373113258768	0.9874036268867412	0.4489437751864872	0.5510562248135128
UD_Portuguese-CINTIL	Portuguese	Indo-European	467	38793	39260	0.011895058583800305	0.9881049414161996	0.4483167886909429	0.5516832113090572
UD_Portuguese-DANTEStocks	Portuguese	Indo-European	378	8504	8882	0.0425579824363882	0.9574420175636118	0.33258644834643974	0.6674135516535603
UD_Portuguese-DANTEStocks	Portuguese	Indo-European	400	9266	9666	0.04138216428719222	0.9586178357128078	0.3321313658049484	0.6678686341950516
UD_Portuguese-DANTEStocks	Portuguese	Indo-European	409	9972	10381	0.039398901839899816	0.9606010981601002	0.3332955042881925	0.6667044957118076
UD_Portuguese-GSD	Portuguese	Indo-European	361	7610	7971	0.04528917325304228	0.9547108267469577	0.45986844470004673	0.5401315552999533
UD_Portuguese-GSD	Portuguese	Indo-European	741	31439	32180	0.023026724673710378	0.9769732753262896	0.45587040299936443	0.5441295970006356
UD_Portuguese-GSD	Portuguese	Indo-European	774	33472	34246	0.022601179699818955	0.977398820300181	0.45558202180383794	0.544417978196162
UD_Portuguese-PUD	Portuguese	Indo-European	323	5988	6311	0.05118047852955158	0.9488195214704485	0.47646295138721934	0.5235370486127807
UD_Portuguese-PetroGold	Portuguese	Indo-European	344	14522	14866	0.02314005112336876	0.9768599488766312	0.44885977098232915	0.5511402290176708
UD_Portuguese-PetroGold	Portuguese	Indo-European	354	15491	15845	0.02234143262858946	0.9776585673714105	0.4516157904419991	0.5483842095580009
UD_Portuguese-PetroGold	Portuguese	Indo-European	363	16503	16866	0.02152258982568481	0.9784774101743152	0.4522082011770418	0.5477917988229583
UD_Portuguese-Porttinari	Portuguese	Indo-European	308	7467	7775	0.039614147909967846	0.9603858520900321	0.46486561182892283	0.5351343881710772
UD_Portuguese-Porttinari	Portuguese	Indo-European	405	19061	19466	0.020805507037912258	0.9791944929620877	0.4640143253977364	0.5359856746022637
UD_Portuguese-Porttinari	Portuguese	Indo-European	412	20195	20607	0.019993206192070654	0.9800067938079293	0.46393467517049064	0.5360653248295094
UD_Romanian-ArT	Romanian	Indo-European	97	231	328	0.29573170731707316	0.7042682926829268	0.45041322314049587	0.5495867768595041
UD_Romanian-MolDoRo	Romanian	Indo-European	29	95	124	0.23387096774193547	0.7661290322580645	0.35051546391752575	0.6494845360824743
UD_Romanian-Nonstandard	Romanian	Indo-European	560	3788	4348	0.12879484820607176	0.8712051517939282	0.4872410519850355	0.5127589480149646
UD_Romanian-Nonstandard	Romanian	Indo-European	1857	33755	35612	0.05214534426597776	0.9478546557340223	0.49937801998798353	0.5006219800120165
UD_Romanian-Nonstandard	Romanian	Indo-European	1873	34371	36244	0.05167751903763382	0.9483224809623662	0.4993909217656922	0.5006090782343078
UD_Romanian-RRT	Romanian	Indo-European	363	5825	6188	0.05866192630898513	0.9413380736910149	0.40192774332704234	0.5980722566729577
UD_Romanian-RRT	Romanian	Indo-European	448	9613	10061	0.044528376900904484	0.9554716230990955	0.40113558155540263	0.5988644184445974
UD_Romanian-RRT	Romanian	Indo-European	667	33533	34200	0.01950292397660819	0.9804970760233919	0.4069929922988832	0.5930070077011168
UD_Romanian-SiMoNERo	Romanian	Indo-European	179	3729	3908	0.04580348004094166	0.9541965199590583	0.3430430986586237	0.6569569013413763
UD_Romanian-SiMoNERo	Romanian	Indo-European	359	17262	17621	0.020373418080699167	0.9796265819193009	0.3531395606833814	0.6468604393166186
UD_Romanian-SiMoNERo	Romanian	Indo-European	362	18276	18638	0.01942268483742891	0.9805773151625711	0.3511463802514125	0.6488536197485875
UD_Romanian-TueCL	Romanian	Indo-European	271	1362	1633	0.16595223515003063	0.8340477648499693	0.4644284572342126	0.5355715427657873
UD_Russian-GSD	Russian	Indo-European	247	5291	5538	0.04460093896713615	0.9553990610328639	0.25384953805543337	0.7461504619445667
UD_Russian-GSD	Russian	Indo-European	475	27202	27677	0.017162264696318243	0.9828377353036818	0.251859908636067	0.748140091363933
UD_Russian-GSD	Russian	Indo-European	490	29935	30425	0.01610517666392769	0.9838948233360723	0.25097838598286226	0.7490216140171377
UD_Russian-PUD	Russian	Indo-European	331	7546	7877	0.04202107401294909	0.9579789259870509	0.3035483672590862	0.6964516327409138
UD_Russian-Poetry	Russian	Indo-European	366	4034	4400	0.08318181818181818	0.9168181818181819	0.3498291355524617	0.6501708644475382
UD_Russian-Poetry	Russian	Indo-European	657	16982	17639	0.0372470094676569	0.9627529905323431	0.32714770158251694	0.6728522984174831
UD_Russian-Poetry	Russian	Indo-European	705	19366	20071	0.03512530516665836	0.9648746948333417	0.3303102625298329	0.669689737470167
UD_Russian-SynTagRus	Russian	Indo-European	830	35426	36256	0.022892762577228595	0.9771072374227714	0.3339966832504146	0.6660033167495855
UD_Russian-SynTagRus	Russian	Indo-European	988	57471	58459	0.01690073384765391	0.9830992661523461	0.33585800323009235	0.6641419967699076
UD_Russian-SynTagRus	Russian	Indo-European	1341	151284	152625	0.008786240786240787	0.9912137592137592	0.33313090665203343	0.6668690933479666
UD_Russian-Taiga	Russian	Indo-European	475	5757	6232	0.07621951219512195	0.9237804878048781	0.32476420999916533	0.6752357900008347
UD_Russian-Taiga	Russian	Indo-European	599	10785	11384	0.05261770906535489	0.9473822909346451	0.33290379736640763	0.6670962026335924
UD_Russian-Taiga	Russian	Indo-European	1684	163412	165096	0.010200125987304355	0.9897998740126956	0.334428947589466	0.6655710524105339
UD_Sanskrit-UFAL	Sanskrit	Indo-European	116	949	1065	0.10892018779342723	0.8910798122065727	0.212636695018226	0.787363304981774
UD_Sanskrit-Vedic	Sanskrit	Indo-European	365	7184	7549	0.04835077493707776	0.9516492250629223	0.2894902759590669	0.7105097240409332
UD_Sanskrit-Vedic	Sanskrit	Indo-European	747	32978	33725	0.022149740548554484	0.9778502594514455	0.2811401154575031	0.7188598845424969
UD_Sanskrit-Vedic	Sanskrit	Indo-European	770	35354	36124	0.021315468940316686	0.9786845310596833	0.2842763030420461	0.7157236969579539
UD_Scottish_Gaelic-ARCOSG	Scottish_Gaelic	Indo-European	199	2053	2252	0.08836589698046181	0.9116341030195382	0.4912731006160164	0.5087268993839835
UD_Scottish_Gaelic-ARCOSG	Scottish_Gaelic	Indo-European	335	7169	7504	0.044642857142857144	0.9553571428571429	0.5063167080620259	0.4936832919379741
UD_Scottish_Gaelic-ARCOSG	Scottish_Gaelic	Indo-European	354	7769	8123	0.04357995814354303	0.956420041856457	0.5052072818819842	0.4947927181180159
UD_Serbian-SET	Serbian	Indo-European	524	15983	16507	0.03174410856000485	0.9682558914399951	0.34354851178971785	0.6564514882102822
UD_Serbian-SET	Serbian	Indo-European	540	17663	18203	0.029665439762676483	0.9703345602373236	0.3438740971722502	0.6561259028277497
UD_Serbian-SET	Serbian	Indo-European	554	19093	19647	0.028197689214638368	0.9718023107853616	0.3423553767614746	0.6576446232385255
UD_Shanghainese-ShUD	Shanghainese	unknown	80	257	337	0.23738872403560832	0.7626112759643917	0.4438122332859175	0.5561877667140825
UD_Shanghainese-ShUD	Shanghainese	unknown	111	424	535	0.20747663551401868	0.7925233644859813	0.44689950106913756	0.5531004989308624
UD_Shanghainese-ShUD	Shanghainese	unknown	276	1344	1620	0.17037037037037037	0.8296296296296296	0.43764467592592593	0.5623553240740741
UD_Sicilian-STB	Sicilian	unknown	365	2093	2458	0.1484947111472742	0.8515052888527258	0.5028491560047307	0.4971508439952693
UD_Sindhi-Isra	Sindhi	unknown	207	1682	1889	0.10958178930651138	0.8904182106934886	0.39491407338597306	0.6050859266140269
UD_Sindhi-Isra	Sindhi	unknown	276	3332	3608	0.07649667405764966	0.9235033259423503	0.37752362542955326	0.6224763745704467
UD_Sindhi-Isra	Sindhi	unknown	438	9430	9868	0.04438589379813539	0.9556141062018646	0.3789297351874799	0.62107026481252
UD_Sinhala-STB	Sinhala	Indo-European	79	432	511	0.15459882583170254	0.8454011741682974	0.3038461538461538	0.6961538461538461
UD_Skolt_Sami-Giellagas	Skolt_Sami	Uralic	141	642	783	0.18007662835249041	0.8199233716475096	0.33881578947368424	0.6611842105263158
UD_Skolt_Sami-Giellagas	Skolt_Sami	Uralic	151	712	863	0.1749710312862109	0.8250289687137891	0.33702391496899914	0.6629760850310009
UD_Slovak-SNK	Slovak	Indo-European	338	5542	5880	0.05748299319727891	0.9425170068027211	0.2879053866765222	0.7120946133234778
UD_Slovak-SNK	Slovak	Indo-European	901	23858	24759	0.036390807383173795	0.9636091926168262	0.36361362679022746	0.6363863732097725
UD_Slovak-SNK	Slovak	Indo-European	911	27204	28115	0.03240263204695003	0.96759736795305	0.35313980155117375	0.6468601984488263
UD_Slovenian-SSJ	Slovenian	Indo-European	533	8886	9419	0.056587748168595395	0.9434122518314046	0.3973756906077348	0.6026243093922652
UD_Slovenian-SSJ	Slovenian	Indo-European	1102	47956	49058	0.022463206816421378	0.9775367931835787	0.3900405932633926	0.6099594067366074
UD_Slovenian-SSJ	Slovenian	Indo-European	1115	51417	52532	0.021225157998933982	0.978774842001066	0.38953436767734145	0.6104656323226585
UD_Slovenian-SST	Slovenian	Indo-European	299	2549	2848	0.10498595505617977	0.8950140449438202	0.4428412874583796	0.5571587125416204
UD_Slovenian-SST	Slovenian	Indo-European	379	4007	4386	0.08641130870953033	0.9135886912904697	0.4622901678657074	0.5377098321342926
UD_Slovenian-SST	Slovenian	Indo-European	585	12531	13116	0.04460201280878317	0.9553979871912168	0.4711428798769329	0.5288571201230672
UD_Soi-AHA	Soi	Indo-European	9	30	39	0.23076923076923078	0.7692307692307693	0.2765957446808511	0.723404255319149
UD_South_Levantine_Arabic-MADAR	South_Levantine_Arabic	Afro-Asiatic	54	314	368	0.14673913043478262	0.8532608695652174	0.3523076923076923	0.6476923076923077
UD_Southern_Kurdish-Garrusi	Southern_Kurdish	unknown	57	295	352	0.16193181818181818	0.8380681818181818	0.2723618090452261	0.7276381909547739
UD_Southern_Kurdish-Garrusi	Southern_Kurdish	unknown	69	366	435	0.15862068965517243	0.8413793103448276	0.28297546012269936	0.7170245398773006
UD_Southern_Kurdish-Garrusi	Southern_Kurdish	unknown	73	391	464	0.15732758620689655	0.8426724137931034	0.2771509167842031	0.7228490832157969
UD_Spanish-AnCora	Spanish	Indo-European	600	36965	37565	0.015972314654598696	0.9840276853454013	0.4919052261514373	0.5080947738485627
UD_Spanish-AnCora	Spanish	Indo-European	613	39353	39966	0.015338037331731972	0.984661962668268	0.4917969274523918	0.5082030725476082
UD_Spanish-AnCora	Spanish	Indo-European	634	41565	42199	0.01502405270267068	0.9849759472973293	0.49174719679485773	0.5082528032051422
UD_Spanish-COSER	Spanish	Indo-European	257	1377	1634	0.15728274173806608	0.8427172582619339	0.521225314881045	0.47877468511895505
UD_Spanish-GSD	Spanish	Indo-European	284	3747	4031	0.07045398164227239	0.9295460183577277	0.4790357377356721	0.5209642622643279
UD_Spanish-GSD	Spanish	Indo-European	693	45727	46420	0.014928909952606635	0.9850710900473933	0.46983874121530694	0.5301612587846931
UD_Spanish-GSD	Spanish	Indo-European	704	48389	49093	0.01434012995742774	0.9856598700425723	0.46977532518722903	0.530224674812771
UD_Spanish-PUD	Spanish	Indo-European	278	5981	6259	0.04441604090110241	0.9555839590988976	0.46862623467099296	0.531373765329007
UD_Spanish_Sign_Language-LSE	Spanish_Sign_Language	Other	30	505	535	0.056074766355140186	0.9439252336448598	0.07573529411764705	0.924264705882353
UD_Swedish-LinES	Swedish	Indo-European	277	5225	5502	0.05034532897128317	0.9496546710287168	0.46350247258654054	0.5364975274134595
UD_Swedish-LinES	Swedish	Indo-European	330	8373	8703	0.037917959324370906	0.9620820406756291	0.46037979299318393	0.5396202070068161
UD_Swedish-LinES	Swedish	Indo-European	421	15909	16330	0.025780771586037966	0.974219228413962	0.46481526095621895	0.535184739043781
UD_Swedish-Old	Swedish	Indo-European	63	200	263	0.23954372623574144	0.7604562737642585	0.38735177865612647	0.6126482213438735
UD_Swedish-PUD	Swedish	Indo-European	274	6169	6443	0.042526773242278444	0.9574732267577215	0.4057082822623008	0.5942917177376992
UD_Swedish-SweLL	Swedish	Indo-European	206	1937	2143	0.09612692487167522	0.9038730751283248	0.4786777693666414	0.5213222306333586
UD_Swedish-Talbanken	Swedish	Indo-European	271	4895	5166	0.052458381726674407	0.9475416182733256	0.4122518372271581	0.5877481627728419
UD_Swedish-Talbanken	Swedish	Indo-European	321	6448	6769	0.04742207120697296	0.952577928793027	0.41805550423118143	0.5819444957688186
UD_Swedish-Talbanken	Swedish	Indo-European	403	16005	16408	0.02456118966357874	0.9754388103364212	0.40533521917061804	0.594664780829382
UD_Swedish_Sign_Language-SSLC	Swedish_Sign_Language	Other	75	602	677	0.11078286558345643	0.8892171344165436	0.20207927225471084	0.7979207277452891
UD_Tagalog-TRG	Tagalog	Austronesian	50	191	241	0.2074688796680498	0.7925311203319502	0.4494195688225539	0.5505804311774462
UD_Tagalog-Ugnayan	Tagalog	Austronesian	64	283	347	0.1844380403458213	0.8155619596541787	0.4963350785340314	0.5036649214659686
UD_Tamil-MWTT	Tamil	Dravidian	156	701	857	0.18203033838973162	0.8179696616102684	0.18878048780487805	0.811219512195122
UD_Tamil-TTB	Tamil	Dravidian	265	2409	2674	0.09910246821241586	0.9008975317875841	0.22033898305084745	0.7796610169491526
UD_Tamil-TTB	Tamil	Dravidian	287	2789	3076	0.09330299089726918	0.9066970091027308	0.22087879681509878	0.7791212031849012
UD_Tamil-TTB	Tamil	Dravidian	317	3322	3639	0.08711184391316296	0.912888156086837	0.23111888111888113	0.7688811188811189
UD_Tatar-NMCTT	Tatar	Altaic	99	1165	1264	0.07832278481012658	0.9216772151898734	0.12781561026715557	0.8721843897328444
UD_Teko-TuDeT	Teko	Tupian	153	1260	1413	0.10828025477707007	0.89171974522293	0.15713196033562166	0.8428680396643783
UD_Telugu-MTG	Telugu	Dravidian	229	1541	1770	0.12937853107344632	0.8706214689265537	0.283312101910828	0.716687898089172
UD_Telugu-MTG	Telugu	Dravidian	241	1706	1947	0.12378017462763226	0.8762198253723678	0.2827493862977014	0.7172506137022986
UD_Telugu-MTG	Telugu	Dravidian	259	1828	2087	0.12410158121705797	0.8758984187829421	0.284	0.716
UD_Telugu_English-TECT	Telugu_English	NA	34	132	166	0.20481927710843373	0.7951807228915663	0.2765957446808511	0.723404255319149
UD_Telugu_English-TECT	Telugu_English	NA	34	159	193	0.17616580310880828	0.8238341968911918	0.2803234501347709	0.7196765498652291
UD_Thai-PUD	Thai	Tai-Kadai	148	3942	4090	0.036185819070904644	0.9638141809290953	0.32942518248175184	0.6705748175182482
UD_Thai-TUD	Thai	Tai-Kadai	187	1772	1959	0.09545686574783052	0.9045431342521695	0.28397512240307	0.71602487759693
UD_Thai-TUD	Thai	Tai-Kadai	394	5876	6270	0.06283891547049442	0.9371610845295055	0.27822428001514227	0.7217757199848578
UD_Thai-TUD	Thai	Tai-Kadai	411	6172	6583	0.06243354093878171	0.9375664590612183	0.2774317327656443	0.7225682672343557
UD_Tswana-Popapolelo	Tswana	Niger-Congo	28	76	104	0.2692307692307692	0.7307692307692307	0.5235602094240838	0.47643979057591623
UD_Tupinamba-TuDeT	Tupinamba	Tupian	231	1768	1999	0.11555777888944473	0.8844422211105553	0.22309254424136932	0.7769074557586307
UD_Turkish-Atis	Turkish	Altaic	34	782	816	0.041666666666666664	0.9583333333333334	0.10706903679206284	0.8929309632079372
UD_Turkish-Atis	Turkish	Altaic	63	1946	2009	0.0313588850174216	0.9686411149825784	0.10979068857589984	0.8902093114241002
UD_Turkish-Atis	Turkish	Altaic	64	2080	2144	0.029850746268656716	0.9701492537313433	0.1090630472854641	0.8909369527145359
UD_Turkish-BOUN	Turkish	Altaic	287	5978	6265	0.04581005586592179	0.9541899441340782	0.18621096051856217	0.8137890394814379
UD_Turkish-BOUN	Turkish	Altaic	897	33763	34660	0.0258799769186382	0.9741200230813618	0.20114466530750935	0.7988553346924907
UD_Turkish-BOUN	Turkish	Altaic	930	36393	37323	0.024917611124507678	0.9750823888754924	0.20033134780027198	0.799668652199728
UD_Turkish-FrameNet	Turkish	Altaic	62	905	967	0.0641158221302999	0.9358841778697001	0.12604340567612687	0.8739565943238731
